,0,1,2,3,4,5,6,7,url
522,04-08-2022,Digital Marketing Get on the Go,,Reference No:AUG455518,OCID:ocds-r6ebe6-0000702389,Published By:Tayside and Central Scotland Transport Partnership (TACTRAN),Deadline Date:25-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455518
523,04-08-2022,The Design and Production of an Active Travel Map for Helensburgh,,Reference No:AUG455517,OCID:ocds-r6ebe6-0000702405,Published By:Argyll and Bute Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455517
524,04-08-2022,Landscaping Services,,Reference No:AUG455516,OCID:ocds-r6ebe6-0000697869,Published By:Hillcrest,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455516
525,04-08-2022,Provision of 2022 Refit Services MV Thorsvoe,,Reference No:AUG455514,OCID:ocds-r6ebe6-0000702270,Published By:Orkney Islands Council (Harbour Authority),Deadline Date:02-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455514
526,04-08-2022,PS-22-81 - Provision of a Passivhaus Certifier for the Ayrshire Manufacturing Investment Corridor (AMIC) (PRJ0013262),,Reference No:AUG455503,OCID:ocds-r6ebe6-0000702372,Published By:East Ayrshire Council,Deadline Date:19-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455503
527,04-08-2022,"Survey, design, supply and delivery of UPVC windows and doors incl recycling",,Reference No:AUG455497,OCID:ocds-r6ebe6-0000702358,Published By:Fife Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455497
528,04-08-2022,Pneumothorax Monitor - Innovation Opportunity with NHS Scotland,,Reference No:AUG455492,OCID:ocds-r6ebe6-0000691922,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455492
529,04-08-2022,"Award of Carriageway Repairs and Resurfacing - Rutherglen Road, Shawfield",,Reference No:AUG455487,OCID:ocds-r6ebe6-0000696735,Published By:Clyde Gateway URC,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455487
530,04-08-2022,Self Build Loan Fund Administrator,,Reference No:AUG455481,OCID:ocds-r6ebe6-0000699386,Published By:Scottish Government,Deadline Date:30-Aug-22,Notice Type:21 Social and other Specific Services - Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455481
531,03-08-2022,SBHA - Insurance Services 2022 - Non Life,,Reference No:AUG455477,OCID:ocds-r6ebe6-0000702196,Published By:Scottish Borders Housing Association,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455477
532,03-08-2022,PURCH2037 Provision Of A Framework For The Provision Of External Audit Services,,Reference No:AUG455476,OCID:ocds-r6ebe6-0000678339,Published By:University of Glasgow,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455476
533,03-08-2022,Demolition of Broadhill Bar & Linksfield Depot. (8248),,Reference No:AUG455472,OCID:ocds-r6ebe6-0000701885,Published By:Aberdeen City Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455472
534,03-08-2022,C001984 Evaluation of the mental health improvement and prevention of self-harm and suicide knowledge and skills framework (KSF) and its associated education resources.,,Reference No:AUG455471,OCID:ocds-r6ebe6-0000702332,Published By:NHS Education for Scotland,Deadline Date:24-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455471
535,03-08-2022,Provision of Roof Repair and Replacement Services (Phase 3),,Reference No:AUG455470,OCID:ocds-r6ebe6-0000702307,Published By:UHI Moray,Deadline Date:16-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455470
536,03-08-2022,Award of PURCH1852 MC001 MINI-TENDER FOR THE PROVISION OF LEAD ADVISOR LED DESIGN TEAM FOR MULTI-...,,Reference No:AUG455468,OCID:ocds-r6ebe6-0000683866,Published By:University of Glasgow,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455468
537,03-08-2022,Award of PURCH1620 LOT 3 MC019 MINI-TENDER FOR THE PROVISION OF WORKSPACES 2022/2023 – WORKS FOR ...,,Reference No:AUG455467,OCID:ocds-r6ebe6-0000689933,Published By:University of Glasgow,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455467
538,03-08-2022,Award of PURCH1620 LOT 3 MC017 MINI-TENDER FOR THE PROVISION OF HILLHEAD STREET & GREAT GEORGE ST...,,Reference No:AUG455466,OCID:ocds-r6ebe6-0000684371,Published By:University of Glasgow,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455466
539,03-08-2022,Award of PURCH1620 LOT 3 MC015 MINI-TENDER FOR THE PROVISION OF LEARNING SPACES WORKS PROGRAMME 2...,,Reference No:AUG455465,OCID:ocds-r6ebe6-0000681463,Published By:University of Glasgow,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455465
540,03-08-2022,Award of PURCH1620 LOT 2 MC008 MINI-TENDER FOR THE PROVISION OF ST ANDREWS BUILDING LEVEL 6 GLASS...,,Reference No:AUG455464,OCID:ocds-r6ebe6-0000681108,Published By:University of Glasgow,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455464
541,03-08-2022,Award of PURCH1620 LOT 3 MC005 Project 5 – Various Refurbishments at the School of Computing Science,,Reference No:AUG455463,OCID:ocds-r6ebe6-0000679073,Published By:University of Glasgow,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455463
542,03-08-2022,Subscription to Lexis Nexis Library,,Reference No:AUG455461,OCID:ocds-r6ebe6-0000702304,Published By:Crown Office and Procurator Fiscal Service,Deadline Date:,Notice Type:15 Voluntary ex ante Transparency (VEAT) Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455461
543,03-08-2022,Pulse Oximetry Consumables,,Reference No:AUG455460,OCID:ocds-r6ebe6-0000701843,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:02-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455460
544,03-08-2022,High Growth Ventures Specialist Business Support Framework,,Reference No:AUG455459,OCID:ocds-r6ebe6-0000685350,Published By:Scottish Enterprise,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455459
545,03-08-2022,Award of PURCH1620 LOT 3 MC016 MINI-TENDER FOR THE PROVISION OF CHURCH STREET INNOVATION ZONE FAB...,,Reference No:AUG455458,OCID:ocds-r6ebe6-0000678047,Published By:University of Glasgow,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455458
546,03-08-2022,"CU/556/21 Groundworks, Civils, Drainage & Builder works Package at Muiredge Industrial Estate, Buckhaven, Leven, KY8 1LJ",,Reference No:AUG455457,OCID:ocds-r6ebe6-0000700258,Published By:Fife Council,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455457
547,03-08-2022,Bishops Bridge A822-05 Phase 2 Strengthening Works PKC11974,,Reference No:AUG455456,OCID:ocds-r6ebe6-0000702289,Published By:Perth & Kinross Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455456
548,03-08-2022,Award of University of Dundee Asbestos Surveys & Analytical Services,,Reference No:AUG455438,OCID:ocds-r6ebe6-0000694492,Published By:University of Dundee,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455438
549,03-08-2022,10870 Cold Water Storage Tank Replacement at HMP Low Moss,,Reference No:AUG455434,OCID:ocds-r6ebe6-0000700564,Published By:Scottish Prison Service,Deadline Date:13-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455434
550,03-08-2022,University of Dundee Compressed Air Service & Maintenance,,Reference No:AUG455433,OCID:ocds-r6ebe6-0000687983,Published By:University of Dundee,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455433
551,03-08-2022,Minor Construction Projects as Multi Trade (main) Contractors to various public buildings (non-domestic),,Reference No:AUG455431,OCID:ocds-r6ebe6-0000702250,Published By:Perth & Kinross Council,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455431
552,03-08-2022,Catering Concessions for Parks,,Reference No:AUG455429,OCID:ocds-r6ebe6-0000702256,Published By:Glasgow City Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455429
553,03-08-2022,CWRR Drainage Works to Argyll Avenue Renfrew,,Reference No:AUG455422,OCID:ocds-r6ebe6-0000702274,Published By:Graham Construction Ltd,Deadline Date:18-Aug-22,Notice Type:Sub-Contract Opportunity,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455422
554,03-08-2022,NCA21090 Q EXACTIVE BASIC MS SYSTEM SUPPORT PLAN,,Reference No:AUG455413,OCID:ocds-r6ebe6-0000690596,Published By:University Of Edinburgh,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455413
555,03-08-2022,Building Reinstatement Cost Assessment Surveys,,Reference No:AUG455412,OCID:ocds-r6ebe6-0000702271,Published By:University of Aberdeen,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455412
556,03-08-2022,Lot 12 Learning & Teaching: Classroom Training,,Reference No:AUG455411,OCID:ocds-r6ebe6-0000702184,Published By:Fife Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455411
557,03-08-2022,Sexual Abuse Supporting Children & Young People: Foster Career Sexual Training,,Reference No:AUG455410,OCID:ocds-r6ebe6-0000702099,Published By:Fife Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455410
558,03-08-2022,"Supply, Delivery and/or Installation of Doors and Windows",,Reference No:AUG455409,OCID:ocds-r6ebe6-0000660877,Published By:The City of Edinburgh Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455409
559,03-08-2022,"DIHD22035 100 New Housing Units, Black Isle Road, Muir of Ord - Architect Appointment",,Reference No:AUG455407,OCID:ocds-r6ebe6-0000702240,Published By:The Highland Council,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455407
560,03-08-2022,University of Dundee Compressed Air Service & Maintenance,,Reference No:AUG455433,OCID:ocds-r6ebe6-0000687983,Published By:University of Dundee,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455433
561,03-08-2022,Minor Construction Projects as Multi Trade (main) Contractors to various public buildings (non-domestic),,Reference No:AUG455431,OCID:ocds-r6ebe6-0000702250,Published By:Perth & Kinross Council,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455431
562,03-08-2022,Catering Concessions for Parks,,Reference No:AUG455429,OCID:ocds-r6ebe6-0000702256,Published By:Glasgow City Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455429
563,03-08-2022,CWRR Drainage Works to Argyll Avenue Renfrew,,Reference No:AUG455422,OCID:ocds-r6ebe6-0000702274,Published By:Graham Construction Ltd,Deadline Date:18-Aug-22,Notice Type:Sub-Contract Opportunity,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455422
564,03-08-2022,NCA21090 Q EXACTIVE BASIC MS SYSTEM SUPPORT PLAN,,Reference No:AUG455413,OCID:ocds-r6ebe6-0000690596,Published By:University Of Edinburgh,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455413
565,03-08-2022,Building Reinstatement Cost Assessment Surveys,,Reference No:AUG455412,OCID:ocds-r6ebe6-0000702271,Published By:University of Aberdeen,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455412
566,03-08-2022,Lot 12 Learning & Teaching: Classroom Training,,Reference No:AUG455411,OCID:ocds-r6ebe6-0000702184,Published By:Fife Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455411
567,03-08-2022,Sexual Abuse Supporting Children & Young People: Foster Career Sexual Training,,Reference No:AUG455410,OCID:ocds-r6ebe6-0000702099,Published By:Fife Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455410
568,03-08-2022,"Supply, Delivery and/or Installation of Doors and Windows",,Reference No:AUG455409,OCID:ocds-r6ebe6-0000660877,Published By:The City of Edinburgh Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455409
